title,num_comments,link,text,comments
Акмалходжа Мавлонов — новый глава ГТК,6,https://uznews.uz/posts/30055,"Депутаты рассмотрели и одобрили кандидатуру Мавлонова Акмалходжи Юсуповича на должность председателя Государственного таможенного комитета. Об этом UzNews.uz сообщил источник в правительстве. До назначения с октября 2020 года Акмалходжа Юсупов занимал должность заместителя генерального прокурора. Ранее мы сообщали , что бывший глава ГТК Азимов Муротжон Бердиалиевич назначен исполняющим обязанности хокима Кашкадарьинской области.","['Судя по фото, его рожа- сама справедливость и честность. Прям Дзержинский 21 века.', 'Возможно, с приходом нового Председателя ГТК РУз, в данном ведомстве будет наведен «порядок». Льготы будут даваться только тем лицам (хозяйствующие субъекты), которые предусмотрены в Указе Президента, но не так как это было заведено ранее, и на деле давались и физическим лицам (не предпринимателям) что не предусмотрено УП, а ФЛ в свою очередь пользовались данной льготой ТОЛЬКО с целью уклонения от уплаты таможенных платежей, но не более того, и отследить дальнейшую судьбу ТС на которые применялись льготы не удавалось возможным. К примеру одна из таких ""ярких"" льгот УП-5388 от 29/03/2018 в части пункта 6 абзац 4.', 'False', 'не важно все засели у власти, дилетантизм у нас  это прокурор изучал уголовный кодекс, а налоговый кодекс он и в жизни не держал и не листал, и сколько томов он даже не знает..', 'Акмалходжа Мавлонов или Акмалходжа Юсупов?', 'от перестановки слагаемых сумма не меняется, вор на воре сидит.']"
Хоким Ташкентской области освобожден от занимаемой должности,0,https://uznews.uz/posts/28841,"Хидоятов Даврон Абдулпаттахович утвержден хокимом города Чирчика Ташкентской области. Об этом сообщили в пресс-службе президента. До назначения Даврон Хидоятов возглавлял столичную область с марта текущего года. На этом посту он сменил Юсупова Санжара Миртоировича, исполнявшего обязанности хокима города Чирчика с февраля 2020 года. Даврон Хидоятов родился в 1976 году. Он окончил Ташкентский государственный экономический университет и Банковско-финансовую академию Узбекистана. В 2017-2018 работал хокимом Чиланзарского района Ташкента, с 2018 по 2021 год — первым заместителем хокима Ташкента по вопросам архитектуры, капитального строительства и развития коммуникаций. ",[]
Зойир Мирзаев назначен и.о. хокима Ташкентской области,11,https://uznews.uz/posts/30135,"Как мы сообщали ранее, Зойир Мирзаев освобожден от должности хокима Кашкадарьинской области в связи с переходом на другую работу. Сегодня, 18 ноября, в хокимияте Ташкентской области прошло собрание, на котором был рассмотрен организационный вопрос. Об этом сообщили в пресс-службе столичного хокимията. На собрании принял участие руководитель Администрации президента Республики Узбекистан Зайнилобиддин Низомиддинов. Глава Администрации ознакомил присутствующих с указом президента, согласно которому Зойир Мирзаев утвержден исполняющим обязанности хокима Ташкентской области. Предыдущий хоким столичной области Даврон Хидоятов, возглавлявший регион с марта 2021 года, также занял новую должность, о которой пока не сообщается. Напомним, с 2016 по 2018 год Зойир Мирзаев трудился в должности заместителя премьер-министра – министра сельского и водного хозяйства. В 2018 году он был назначен хокимом Шараф-Рашидовского района Джизакской области, а в октябре 2019 года – хокимом Кашкадарьинской области. ","['Это тот, который фермеров заставил стоять по пояс в холодной воде за невыполнение плана по хлопку, если кто не помнит. Кадровая политика свежеизбранного президента говорит о многом...', ""Bu odam dehqonlani paxta plani bajarmaganiga ariq to'la suvga oyoqyalang turgizib qoyganidi. Baribir foydasi yogakande. Kimmi soqasi kop bosa o'shani qo'yishvatti."", 'как помню говорил президент ему нужно доверенные люди. исходя из этого умные и образованные со своим взглядом ему даром не нужны.. только доверенные, а значит больше делать движухи по тихому..', 'Походу у нас не могут полностью увольнять с должности?. Зачем нам нужен человек который не мог справиться с другой областью', 'В Узбекистане другие люди есть вообще? Или президент совсем не думает, прежде чем кого попало на должность назначать?', 'Они чё издеваются что ли ? ', 'Ух ты! Вот это настоящая птица феникс! Помните как его ругал сам Ш.М.!?\r\nВ Ю-тюбе есть это! А теперь потихоньку опять реабилитировался! МОЛОДЕЦ!', 'я бы ему кружку воды не дал']"
Зойир Мирзаев освобожден от должности хокима Кашкадарьинской области,8,https://uznews.uz/posts/29128,"Согласно указу, Мирзаев Зойир Тоирович освобожден от должности хокима Кашкадарьинской области в связи с переходом на другую работу. Об этом сообщает пресс-служба президента. Данную должность он занимал с октября 2019 года. Исполняющим обязанности хокима Кашкадарьинской области назначен Азимов Муротжон Бердиалиевич. До этого назначения он работал председателем Государственного таможенного комитета Узбекистана.","['Вроде пишут, что получил назначение  хокимом Таш.обл.', 'Его держали конкурентом в президенты, свой, он нужен сейчас там, где крах... на дне.', 'Назначат на новую должность ', 'Их снимают, а они все-равно плавают в проруби.', 'БЛ-я наконец-то иди таскай камни и уголь']"
"После скандала с заместителем декана ТГПУ, сменился ректор вуза",2,https://uznews.uz/posts/29293,"Постановлением правительства Киргизбаев Абдугаппор Каримжонович назначен ректором Ташкентского государственного педагогического университета имени Низами. До назначения с ноября 2019 года он работал заведующим Департаментом по развитию государственного языка в структуре Кабинета Министров. На этом посту он сменил Алишера Умарова, занимавшего должность ректора ТГПУ с февраля прошлого года. Ранее мы сообщали о студентке Ташкентского государственного педагогического университета имени Низами, которую попытался изнасиловать заместитель декана вуза в своем служебном кабинете, а затем вытолкнул из окна.","['Киргизбаев...наверное реально киргиз. ', 'Понятно , развитием узбекского госязака занималься киргиз.\r\nЯсно теперь все.']"
Шерзод Шерматов назначен главой другого Министерства,8,https://uznews.uz/posts/29895,"Сегодня, 17 ноября, в ходе пленарного заседания Законодательной палаты Олий Мажлиса, были рассмотрены организационные вопросы. В частности, Шерматов Шерзод Хотамович назначен министром по развитию информационных технологий и коммуникаций Узбекистана. Об этом в своем Telegram-канале сообщил депутат Дониер Ганиев. До назначения с июня 2018 года он занимал должность министра народного образования. Саидов Бахтиёр Одилович, работающий Чрезвычайным и Полномочным послом Узбекистана в Китае с июля 2017 года, возглавит Министерство народного образования. ","['Номенклатурное г@вно перетекло из одной лужи в другую. ', 'Гули Исраилова\r\n17 ноября, 13:46 Мой нашальник (уже 20 лет), если у него спросить, почему частота (а не чистота, как он одно время выражался, пока его не поправили) выражается в герцах и что это за величина в системе СИ, могу с уверенностью сказать, что не ответит:). Был еще один кадр, который девиацию частоты называл девальвацией! Я уже не говорю о том, что такое, например, аналого-цифровой преобразователь, и что представляет из себя логический ноль и логическая единица.', 'у нас Дилетантизм.\r\nДилетантизм, или дилетантство — занятие какой-либо деятельностью без должных знаний и профессиональной подготовки. Дилетантизм имеет свою слабую и сильную стороны. Слабая сторона — дилетант не имеет глубоких знаний о предмете своих занятий, поэтому допускает', 'Во главе министерства прежде всего должен быть высококвалифицированный специалист, знающий отрасль и имеющий опыт работы в ""низах"". Ни ужели среди медиков и связистов нет хороших организаторов для руководства своим министерством? Самим вновь назначенным не страшно работать в сфере где у них нет даже базовых знаний?', 'Теперь на новой должности пообещает сделать зарплату 1000$. А потом в другое министерство перейдет и там пообещает ', 'Шерматов Шерзод, интересно знает что такое IP? как обжать utp кабель? и т.д.....', 'да все министры и чиновники у нас ДИЛЕТАНТЫ!!!', 'Новерно только у нас чиновники такие универсальные может возглавит любую сферу жаль .... Разве министром какой то сферу не должен стать тот человек которую посвещал свою жизнь на эту сферу и понимал все его тонкости и слабости ']"
Назначен первый заместитель командующего Нацгвардией,0,https://uznews.uz/posts/29100,"Первым заместителем командующего Национальной гвардией по обеспечению общественной безопасности назначен полковник Инамжон Ибрагимов. Сообщается, что до назначения полковник Инамжон Ибрагимов служил командиром специальной бригады Национальной гвардии. ",[]
В ГНУ Ташкента назначен новый начальник,1,https://uznews.uz/posts/28955,"На должность начальника Государственного налогового управления города Ташкента назначен Юнусжон Насимджанов. Об этом сообщает корреспондент UzNews.uz, ссылаясь на источник в ГНУ Ташкента. До этого назначения Юнусжон Насимджанов работал заместителем председателя Государственного налогового комитета. Юнусжон Зохидович Насимжонов родился в 1967 году в Ташкенте. В 1991 году окончил Ташкентский государственный технический университет, в 1997 году - Ташкентский финансовый институт. Трудовую деятельность в налоговой службе начал в 1993 году. До назначения на должность зампреда Государственного налогового комитета возглавлял Государственное налоговое управление Джизакской области.  Напомним , что предыдущий глава ГНУ Ташкента Нормат Турсунов на прошлой неделе был назначен и.о. хокима Навоийской области.",['Ну теперь новый будеть ГНУть ташкентцев.']
Рустам Иноятов освобожден от должности советника президента,6,https://uznews.uz/posts/28900,"Указом президента на должность советника президента по вопросам координации деятельности правоохранительных и контролирующих органов назначен Исламов Бахтиёр Джахангирович. До назначения Б. Исламов работал первым заместителем советника президента по вопросам защиты прав граждан и работы с обращениями. На данном посту он сменил Рустама Иноятова, являвшегося советником президента с августа 2018 года.","['Одного отправили в профсоюз, а лазает по больнице, как будто это его собственность. ', 'Неужели иноятов досихпор существует? Я думал, что он уже ушёл... Этот гигант преступной группировки. ', 'Это ещё не конец, жизнь продолжается,хозяева приходят и уходят, а народ остаётся ...', 'Последний советский динозавр, под прикрытием. Такие придумали рыночную Конституцию, для миллиардеров, для обобрания ими нищенствующих и вымирающих стариков, мужей-отцов, жен-матерей, детей, безработных и рабов по загранкам, не дома... да и пенсионерам не додают, даже по достоинствам той же, Конституции. ', 'Освободить от должности можно! Но, ооооочень многие, ещё долго не освободят себя от него!!!', 'Когда-то могущественный Иноятов отправлен на отдых..']"
Стала известна новая должность бывшего министра здравоохранения Узбекистана,5,https://uznews.uz/posts/24740,"Абдухаким Хаджибаевназначен заместителем председателя Федерации профсоюзов Узбекистана. Сегодня, 13 ноября, он был представлен перед новым коллективом, сообщает корреспондент UzNews.uz. До этого назначения, с ноября 2020 года, Абдухаким Хаджибаев занимал должность главы Минздрава. Напомним, новым министром здравоохранения на днях был назначен вице-премьер Бехзод Мусаев.","['Жаль, думал назначат на должность председателя ГНК.\nНа манеже все те же', 'Что значит,- стало известно????\nЭто ещё скрываемая информация ???\nМогли бы уже молча назначить, без афиширования!\nМожно подумать, народ забеспоклился, что чинуша остаеется не у ""дел""???\n Пока такая акробатика будкт происходить ч кадрами, Узбекистан так и будет в гавне!\n   Почему бы, снимаемых с должности , просто убирать с арены?\nИли , настолько всё значимо?!\n\n', 'Только уже в другом пруду.', 'А Г@вно, как плавало, так и плавает. ']"
В Узбекистане назначен новый министр здравоохранения,18,https://uznews.uz/posts/24807,"Позже Telegram-канал Нигох сообщил , что президент подписал указ о назначении Бехзода Мусаева министром здравоохранения. Напомним, c мая 2020 года Бехзод Мусаев занимает пост заместителя премьер-министра по вопросам социального развития. Текущий министр здравоохранения Абдухаким Хаджибаев работал на этой должности с ноября 2020 года. Согласно имеющимся данным, Абдухаким Хаджибаев переходит на работу в Федерацию профсоюзов Узбекистана. О новой должности Хаджибаева пока не сообщается. ","['Жидагуль. Кто бы мне показал, ну хоть одного умершего ""от ковида"", разве что только от расстрельного приговора нищих и потому корыстных лаборантки и ее врачей, как тройки НКВД, для загона простуженных в облака заразных больниц, не приспособленных для больничных, самых немыслимых зараз и пневмонитов. А там сбив температуру и убив иммунитет, создаются рыночные рейтинги отсоса народных денег по частным карманам не менее корыстных миллиардеров, и не только наших. Всех, кого пригласили за праздничный стол) Пневмония идет за ковид китайский (созданный в США), а дизентерия с паратифами под ковид индийский, например от ГМО.\n', 'Что и сказать... бедный Минздрав... бедный Узбекистан.... кажется третий Ренессанс уже здесь....не профессионал будет руководить здравохранением', 'Жидагуль, если ты такая умная поработай врачом, хотя бы 1 день. ', 'в минздрав назначают налоговика,который был причастен к финансовым махинациям и был в розыске. Ходжибаев пойдёт грабить профсоюз. круговорот ВОРОВ в природе. ', 'финансист и экономист в минздрав. интересное назначение. если бы пресса сделала бы достоянием общественности почему и куда убежал за рубеж Мусаев в 2011г. что кроется за этой элитой? его племянник руководит (в приходом его в кресло вице премьера курирующего медотрасль) Узмедимпексом. не углядит ли в этом правительство конфликт интересов ', 'Непотопляемая элита мать их...', 'БОЖЕ МОЙ! СКОЛЬКО ИХ ЕЩЁ???\nКАЖДЫЙ ГОД ПО-НОВОМУ!\nА ВОЗ И НЫНЕ ТАМ! И В ПРЯМОМ СМЫСЛЕ, И В ПЕРЕНОСНОМ!\nА ЛЮДИ БОЛЕЮТ, ЛЮДИ МРУТ!\nА НА ДВОРЕ 22-ОЙ ГОД 21 ВЕКА!!!\nСЕЙЧАС, ОПЯТЬ ВРАЧИ НАЧНУТЬ ПРОСИТЬ ПОВЫШЕНИЯ ЗАРПЛАТЫ! ПО-МОЕМУ ЭТО И ВОЛНУЕТ НАШИХ ЦЕЛИТЕЛЕЙ!\nА,ТО, ЧТО МНОГИЕ ЛЮДИ ""ХРОНИКИ"" УЖЕ НИКОГО НЕ ВОЛНУЕТ!']"
В двух областях назначены главы Следственных управлений,4,https://uznews.uz/posts/24816,"В соответствии с приказом министра внутренних дел, заместитель начальника УВД Самаркандской области - начальник Следственного управления полковник Ашропов Рамазон Ахматхужаевич освобожден от занимаемой должности и назначен на пост заместителя начальника ГУВД Ташкентской области - начальника Следственного управления. Представитель начальника УВД Ферганской области по первой региональной зоне - начальник регионального координационного центра подполковник Ганиев Элёрбек Улугбекович также покинул свой пост. Приказом главы МВД он назначен заместителем начальника УВД Наманганской области - начальником Следственного управления. ","['Удачи им! Здоровья!', 'Их суровые неподкупные лица выражают справедливость. ']"
Назначен начальник управления экологии и охраны окружающей среды Ташкента,8,https://uznews.uz/posts/24869,"В Ташкенте назначили начальника управления экологии и охраны окружающей среды. Отбор кандидатов Государственный комитет по экологии проводил через сайт vacancy.argos.uz. По итогам конкурса больше всех баллов - 82,5 набрал 41-летний Фарход Дехканов, который также получил положительные отзывы в процессе собеседования, проведенного конкурсной комиссией Государственного комитета по экологии. Отмечается, что ранее Фарход Дехканов, имеющий высшее образование в области экологии и охраны окружающей среды, занимал должность первого заместителя начальника управления экологии и охраны окружающей среды города Ташкента. ","['Представил его в немецкой каске с эмблемами сс....жуть.', 'Теперь облепленные грязью и пылью самосвалы, выезжающие со строй площадок, начнут мыть перед выездом на дороги общего пользования?', 'Отбор кандидатов Государственный комитет по экологии проводил через сайт ))) и выбрал своего же. кто бы сомневался )))', 'Щечки у него экологические. Наел на экологии']"
Навоийскую область возглавил Нормат Турсунов,8,https://uznews.uz/posts/24877,"Турсунов Нормат Тулкунович назначен исполняющим обязанности хокима Навоийской области. Соответствующий указ подписал Шавкат Мирзиёев, сообщает пресс-служба президента. До назначения, с июня 2018 года Нормат Турсунов занимал должность начальника Государственного налогового управления города Ташкента. В 2017-2018 годах он работал заместителем председателя Государственного налогового комитета Узбекистана. ","['На русака похож', 'Хокимом должен быть юрист, прошедший суды, прокуратуру и МВД, желательно и СГБ, из опытных кадровиков. Я в личной встрече с Хокимом Бухары, поднапрягся не на шутку, увидев предстоящие проблемы, работы на неумный износ людей, люди уже сейчас плачут из за беззакония, когда Хокимом назначен работник культуры, и никуда не деться, прийдется подставить Ему плечо юриста-международника, а если силовики начнут Его защищать ? Тогда останется традиционный пофигизм к идеям рыночного Солнцеликого...', 'Главное чтоб был хорошим хокимом а другое ерунда', 'Взгляд НКВДшника. А смотрит наверное на того, что был прежде.']"
Избраны новые судьи Верховного суда,8,https://uznews.uz/posts/245,"По информации пресс-службы Сената, в соответствии с п. 3 статьи 80 Конституции РУз и п. 3 ч. 1 статьи 9 Конституционного Закона РУз «О Сенате Олий Мажлиса РУз», принято постановление об избрании Ойбека Аъзамжоновича Баракабаева и Дониёржона Мухаматжоновича Тожибоева на должность судей Верховного суда Узбекистана на десятилетний срок. Отмечается также, что некоторые судьи Верховного суда освобождены от занимаемых должностей в связи с переходом на другую работу. ","['один черт все продажные', 'Их лица сама справедливость.', 'за 10 лет, они случайно не протухнут. ']"
В Ташкенте сменился главный имам-хатиб,0,https://uznews.uz/posts/297,"В Ташкенте назначили нового имам-хатиба. Им стал бывший главный имам-хатиб Юнусабадского района, а также имам-хатибом мечети «Мирза Юсуф» Рахматуллох Сайфуддинов. Ранее Рахматуллох Сайфуддинов работал также имам-хатибом мечетей «Ходжа Аламбардор», «Минор», мечети «Мирза Юсуф». ",[]
В Узбекистане избран новый муфтий,12,https://uznews.uz/posts/299,"Сегодня, 19 октября, состоялось расширенное заседание Совета Улемов управления мусульман Узбекистана, во время которого был избран новый муфтий Узбекистана и председатель Управления мусульман Узбекистана. Им стал Нуриддин Холикназаров. До этого назначения он занимал должность главного имам-хатиба города Ташкента. Нуриддин Холикназаров родился в 1968 году в городе Асака Андижанской области. В 1992 году он окончил медресе «Мир Араб» в Бухарской области, в 1998 году — Ташкентский исламский институт Имама Бухари, в 2007 году получил диплом Ферганского государственного университета. За время своей трудовой деятельности занимал должности имам-хатиба мечети «Ахмадали Махдум» в городе Асака, имам-хатиба мечети «Ак Тепе» города Ташкента. Нуриддин Холикназаров также работал преподавателем в медресе «Кукельдаш», «Сайид Мухииддин махдум» в Андижанской области, а также главным имам-хатибом Андижанской области. С 2019 года по настоящее время он работал главным имам-хатибом города Ташкента. Напомним, бывший председатель Управления мусульман Узбекистана, главный муфтий Усмонхон Алимов скончался в возрасте 71 года в августе текущего года.","['Да понятно стобой очередной кнопочный герой ', 'Юрка жмурка @kross_box вот тг пиши если есть притензии можешь номер скинуть', 'Allah bardavom qilsin muftiy hazratikizani umrlarini uzoq qilib xalqimizga hayrli ishlarda bardavom qilsin', '????']"
Назначен новый посол Узбекистана в Египте,0,https://uznews.uz/posts/509,"Киличев Мансурбек Бахтиярович назначен Чрезвычайным и Полномочным Послом Узбекистана в Египте. С января 2013 года данную должность занимал Ойбек Усманов. Напомним, до января 2019 года Мансурбек Киличев работал генеральным консулом Узбекистана в городе Дубай. ",[]
Филиал ВГИКа в Ташкенте возглавил Элдар Юлдашев,10,https://uznews.uz/posts/536,"Постановлением правительства Юлдашев Элдар Садыкович назначен исполняющим обязанности директора филиала Всероссийского государственного института кинематографии имени С. А. Герасимова. Элдар Юлдашев является доктором философии (PhD), руководителем исполнительного аппарата Агентства кинематографии. Напомним, в начале октября состоялась церемония открытия Ташкентского филиала Всероссийского государственного института кинематографии им. Герасимова. Филиал ВГИКа примет первых студентов уже в 2021/2022 учебном году. Студенты филиала российского вуза будут обучаться по таким направлениям, как «драматургия» и «кинопродюсирование». ","['Юрий stress, индия в год выпускает фильмов в разы больше сша. и что ты на это ответишь?', 'наше кино в целом на дне. есть попытки снимать серьёзные фильмы, но это всего лишь попытки. а вот игровые, развлекательные фильмы у нас разучились снимать уже лет 20, наверное даже 25. режиссёров нормальных считай нет, актёры (старая гвардия в основном) ещё встречаются, но вынуждены играть тупые роли, по тупейшим сценариям. выхода из кризиса нет, и не будет, до тех пор пока на высшем уровне не признают днищенский уровень нашего кино.', 'Наше кино в целом - пропадает\nЕсть не плохие фильмы - но они теряются среди тех, что есть сейчас\nА ведь должно быть иначе']"
Замминистра по развитию ИТ и коммуникаций Бахромжон Олматов освобождён от занимаемой должности,4,https://uznews.uz/posts/677,"Заместитель министра информационных технологий и коммуникаций Бахромжон Олматов освобожден от занимаемой должности в связи с переходом на другую работу. Об этом UzNews.uz сообщили источники в правительстве. На данном посту его сменил Дониер Рустамов, бывший заместитель руководителя государственной инспекции по контролю в сфере информатизации и телекоммуникаций Узбекистана (Узкомназорат). ",['Когда же мы дорастем до государственного Узпотребнадзора ?']
Комик Валижон Шамсиев стал директором одной из столичных школ,34,https://uznews.uz/posts/697,"Узбекский эстрадный актёр, юморист-сатирик Валижон Шамсиев назначен директором детской школы «Баркамол авлод» в Яшнабадском районе Ташкента. «У всех нас одна цель — воспитывать наших детей для благополучного будущего Узбекистана. Я сделаю все возможное, чтобы внести свой вклад в достойное воспитание детей», — сказал новоиспеченный директор. Данное назначение произведено на основании заключения Министерства народного образования. Напомним, детские школы были образованы на базе республиканских и территориальных детских центров «Баркамол авлод» при Министерстве народного образования. В детских школах «Баркамол авлод» внедрена программа «STEAM-образование». ","['Авелина Зарубина, о, да, а вы забыли что в 100% случаев директорами школ становятся учителя - то есть те кто как раз хорошо знаком со спецификой работы школы? и что, всегда это помогает школам? шойгу например в армии не служил вообще, кадровым офицером не является, и какой порядок навёл в российской армии.', 'флаг ему в руки. я думаю хуже не будет. в исландии какой то артист тоже как то стал каким то высоким чиновником, и неплохой порядок навёл.', 'На сцене , это одно дело, а воспитывать детей , это совсем другое. Да,Как человек  он хороший, весёлый, но  он не психолог, дети это совсем другая сфера.', 'Зелинский, будучи артистом-комиком, стал президентом Украины. Это вас не возмущает. А у нас став директором одной маленькой школы, человек стал объектом критики. Дайте ему время, а там посмотрим.', 'Первый приказ нового директора:\n«Проводить экзамены по принципу Стендапа! Отвечая у доски подключать импровизацию!».', ' ОЧЕНЬ ЧАСТО РУКОВОДИТЕЛИ ШКОЛ, А ТАК ЖЕ ПРОВЕРЯЮЩАЯ  ИНСПЕКТУРА, ДАЛЕКИ ОТ СПЕЦИФИКИ  РАБОТЫ  ШКОЛЫ. КОМАНДОВАТЬ, ПРОВЕРЯТЬ ВЕДЬ ЛЕГЧЕ, ЧЕМ ВЫПОЛНЯТЬ. ЗА  ВРЕМЯ  МНОГОЛЕТНЕЙ РАБОТЫ  В ШКОЛЕ  ПРИХОДИЛОСЬ ВСТРЕЧАТЬСЯ С КЕМ УГОДНО, НО  НЕ С РАБОТНИКАМИ  НАРОДНОГО  ОБРАЗОВАНИЯ  УЧИТЬ НАДО  РУКОВОДСТВО  НАРОДНОГО  ОБРАЗОВАНИЯ', '""На данную должность узбекский артист был назначен в соответствии с заключением Министерства народного образования"" Очень хочется почитать это заключение, страна должна знать своих героев !', 'Такое чувство, что нас дурят... и наших детей тоже...\n', 'Валиджон - спортсмен, черный пояс по карате. По мероприятиям клуба ""Азамат-Карим"" верим что он станет хорошим директором школы. Педагог становятся не от института а от сердца и души\n', 'Это и есть чтоли янги Узбекистон. Он хоть один день преподавал? Да и комик так себе ']"
Следственное управление ГУВД Ташкента возглавил Дилмурод Мирсадиков,0,https://uznews.uz/posts/1093, Приказом Министра внутренних дел в системе произведены кадровые перестановки: Полковник Мирсадиков Дилмурод Мирхамдамович стал заместителем начальника ГУВД города Ташкента – исполняющим обязанности начальника Следственного управления при ГУВД. До назначения Д.Мирсадиков работал на должности заместителя начальника Следственного управления при ГУВД города Ташкента. Подполковник Рахматуллаев Гайратжон Тошхужаевич получил должность заместителя начальника УВД Ферганской области – начальника службы общественной безопасности. До назначения Г.Рахматуллаев работал на должности заместителя начальника УВД Ферганской области по охране общественного порядка. Подполковник Хужакулов Ойбек Алохонович занял должность заместителя начальника УВД Наманганской области – начальника службы общественной безопасности. До назначения О.Хужакулов работал на должности заместителя начальника УВД Наманганской области – начальника Управления профилактики правонарушений. Подполковник Ибрагимов Шерзод Шокирович стал заместителем начальника УВД Навоийской области – начальником службы общественной безопасности. До назначения Ш.Ибрагимов работал на должности заместителя начальника УВД Навоийской области по охране общественного порядка. Подполковник Мавлонов Умиджон Эсонкулович получил должность заместителя начальника УВД Сырдарьинской области – начальника службы общественной безопасности. До назначения У.Мавлонов работал на должности заместителя начальника УВД Сырдарьинской области по охране общественного порядка. Подполковник Турдибаев Омирбай Кеулимжаевич возглавил ОВД Ходжейлийского района МВД Республики Каракалпакстан. До назначения О.Турдибаев работал на должности заместителя министра внутренних дел Республики Каракалпакстан – начальника Управления профилактики правонарушений. Подполковник Яхёев Элёр Бахтиёрович занял должность начальника Отдела внутренних дел города Зарафшана УВД Навоийской области. До назначения Э.Яхёев работал на должности заместителя начальника Управления уголовного розыска УВД Навоийской области – начальника Отдела по борьбе с коррупцией и экономическими преступлениями. Майор Алламуротов Шерхон Йуллиевич возглавил Отдел внутренних дел Джаркурганского района УВД Сурхандарьинской области. До назначения Ш.Алламуротов работал на должности первого заместителя начальника Управления уголовного розыска УВД Сурхандарьинской области – начальника Отдела по борьбе с хищениями чужого имущества. Старший лейтенант Тураханова Нилуфар Юсуповна получила должность заместителя начальника Управления по связям с общественностью и средствами массовой информации Министерства внутренних дел – начальника Медиацентра. До назначения Н.Тураханова работала на должности Инспектора по особо важным поручениям Группы по работе с масс-медиа Управления по связям с общественностью и средствами массовой информации Министерства внутренних дел. ,[]
