title,num_comments,link,text,comments
Назначен ректор Института национального эстрадного искусства им. Б.Закирова,0,https://uznews.uz/posts/54606,"Согласно постановлению правительства, Мансуров Аваз Максудович назначен ректором Института национального эстрадного искусства имени Батыра Закирова при Государственной консерватории Узбекистана. До назначения он занимал должность первого проректора по учебным делам Государственной консерватории. Аваз Мансуров окончил Ташкентскую консерваторию по классу композиции профессора Б.И.Зейдмана (1982г.), ассистентуру-стажировку под руководством профессора Ф.М.Янов-Яновского (1986г.). Также он является лауреатом премии Союза молодежи Узбекистана (1986) и лауреатом Республиканского конкурса «Узбекистон – ватаним» (1998-1999). Напомним, данный Институт был создан указом президента в октябре 2021 года.  Основными задачами института определены: • подготовка высококвалифицированных специалистов и научно-педагогических кадров; • создание «Золотого фонда» образцов современного исполнения национальной эстрады, их перенос на ноты и широкое внедрение в практику; • проведение фундаментальных, практических и творческих исследований в области национальной эстрады. ",[]
Назначен новый посол Узбекистана в ОАЭ,6,https://uznews.uz/posts/54602," Абдулазиз Аккулов назначен Чрезвычайным и Полномочным послом Узбекистана в Объединенных Арабских Эмиратах, сообщает Telegram-канал «Нигох», близкий к Администрации президента. До назначения Абдулазиз Аккулов занимал должность заместителя министра туризма и спорта. На этом посту он сменил Бахтиера Ибрагимова, который возглавлял дипломатическую миссию Узбекистана в ОАЭ с 2019 года. В феврале текущего года он был назначен директором Департамента экономической дипломатии.","['Покайфу устраиваться на хорошые места по кумовству по  блату', 'Что-то он грустный с этим назначением.', 'У него по жизни печень и почки, не в форме. Чует, свой приговор.', 'Или с глубокого бодуна)']"
Назначен директор Агентства по кадастру,1,https://uznews.uz/posts/54524," Фаррух Пулатов назначен директором Агентства по кадастру при ГНК. Об этом сообщает Telegram - канал «Нигох». До назначения Фаррух Пулатов работал председателем акционерной компании «Уздонмахсулот». Ранее он также работал начальником Ферганского управления Департамента при Генпрокуратуре, трудился в органах прокуратуры в Ферганской и Наманганской областях.  Напомним , что бывший директор Агентства по кадастру Фазлиддин Умаров с недавних пор занимает пост хокима города Самарканда.",['Один наелся награбил теперь другой пришел']
Назначен новый заместитель хокима Ташкента,2,https://uznews.uz/posts/54509,В должности заместителя хокима Ташкента утвержден Абдулализ Исроилов. Об этом сообщает пресс-служба хокимията столицы. Абдулазиз Абдусаттарович Исроилов назначен заместителем хокима Ташкента – начальником Управления эксплуатации каналов и благоустройства прилегающих к ним территорий. До назначения он работал заместителем Генерального директора Центра управления государственными активами хокимията города.‌‌ ,"['В ташкентском хокимияте не нужен специалист, закончивший факультет заборостроения МГУ? Могу замом...', 'Отличное предложение']"
В руководстве ГТК произведены крупные кадровые назначения,5,https://uznews.uz/posts/54477," В руководстве Государственного таможенного комитета и региональных таможенных управлений произведен ряд назначений, сообщает пресс-служба ГТК.  Мухторов Ильхом Мухторович назначен первым заместителем председателя Государственного таможенного комитета.  Ибрагимов Отабек Исмаилович назначен заместителем председателя Государственного таможенного комитета. До назначения он занимал ответственную должность в Администрации президента.  Салиев Муталибджон Обиджанович , занимавший должность зампредседателя ГТК, возглавил Наманганское областное таможенное управление.  Ходжиматов Олимжон Хамиджанович назначен главой Ташкентского областного таможенного управления.  Казаков Ильхомбек Базарбаевич возглавил таможенное управление Республики Каракалпакстан.  Клычев Максудбек Рахимберганович назначен главой Хорезмского областного таможенного управления.  Муратов Бахтиер Шавкатович возглавил Андижанское областное таможенное управление. До назначения он работал первым заместителем главы Ташкентского городского таможенного управления. Насиров Гайрат Фархадович назначен начальником специализированного таможенного комплекса «Ташкент-АЭРО».  Также в соответствии с приказом председателя ГТК был назначен ряд заместителей начальников региональных таможенных управлений.","['Молодцы', 'знаю они хороших людей', 'Я знаю двоих. Они хорошие соттрудники', 'желаю удачи', 'Янги тайинланган кадрларга омад тилаб қоламиз!']"
В Джизаке назначены новый прокурор и глава ОВД,3,https://uznews.uz/posts/54465," Маматов Музаффар Маматович назначен прокурором города Джизака. До этого назначения он работал прокурором г.Алмалыка Ташкентской области. Начальником ОВД Джизака стал Аскаров Уктам Бахромович . Ранее он работал начальником УКД ОВД Шараф-Рашидовского района. Бывший начальник городского ОВД Муратов Акмал Боходирович занял должность начальника ОВД Шараф-Рашидовского района. Подполковник Нурматов Исроилжон Ибраимжонович назначен начальником УКД ОВД Галляаральского района. Ранее он занимал должность начальника УКД ОВД Дустликского района. В свою очередь, начальником УКД ОВД Дустликского района был назначен бывший начальник УКД ОВД Галляаральского района подполковник Наимов Бекзод Акрам угли.","['С переменой мест слагаемого сумма не меняется', 'Плановое перемешение воровской номенклатуры из одного хлева в другой.', 'Чой-та я стал составлять предложения по бухарскому стилю.']"
Назначен новый председатель Торгово-промышленной палаты,5,https://uznews.uz/posts/54446,"В пятницу состоялся внеочередной съезд Торгово-промышленной палаты Узбекистана, в котором приняли участие делегаты, государственные деятели, руководители министерств, ведомств и организаций. На съезде делегаты и участники единогласно одобрили выдвинутую президентом кандидатуру Вахобова Даврона Абдужалоловича на должность председателя Торгово-промышленной палаты. До назначения Даврон Вахобов занимал должность первого заместителя председателя Ассоциации текстильной промышленности «Узтекстильпром». ","['А что он палцем на взятки не тычет?', 'Икрамова теперь куда?', 'Ах да, забыл, он же министр спорта', 'Пытался прочитать перевод узбекского текста яндексом, по ссылке, но стало ясно, что автор писал на ташкентском диалекте узбекского языка, который яндексу неведом. Давно пытаюсь понять откуда такой диалект, хотя говорят на  нем представители элитарных слоев ташкентского населения, т.е. это наши демократы, разговаривают на языке ташкентской национальности Узбекистана.', 'Хорошего воровства, ой хорошей торговли тоесть']"
Сменился заместитель министра культуры,5,https://uznews.uz/posts/54427," Муроджон Маджидов назначен заместителем министра культуры, сообщает Telegram-канал «Нигох», близкий к Администрации президента. Ранее Муроджон Маджидов занимал ответственную должность в Кабинете министров. На этом посту он сменил Олимжона Мирзаева, который был освобожден от занимаемой должности в связи с переходом на другую работу. ","['Нам давно нужен был заменитель культуры в виде министра!', 'Перед тем, как стать хокимами, перспективные наши люди, должны пройти учебку культуриста в Министерстве культуры. Наша национальная культура Ташкента, впереди планеты всей.', 'а вы друзья как не садитесь, всё в музыканты не годитесь', 'Почему зам. не баба...пардон, не женщина?']"
В Мирзо-Улугбекском районе столицы назначен новый прокурор,1,https://uznews.uz/posts/54298," Алиакбар Пулатов назначен на должность прокурора Мирзо-Улугбекского района. Об этом сообщает пресс-служба хокимията Мирзо-Улугбекского района столицы. Сообщается, что до назначения Алиакбар Пулатов занимал должность заместителя прокурора города Ташкента. ",['Повышение...понижение?']
Назначен начальник УКД ОВД Учтепинского района столицы,5,https://uznews.uz/posts/54115,"Приказом министра внутренних дел полковник Дилмурод Мирсадиков назначен на должность начальника УКД ОВД по Учтепинскому району города Ташкента. Об этом сообщает пресс-служба МВД. До назначения Д.Мирсадиков работал на должности заместителя начальника ГУВД города Ташкента-начальника следственного управления при ГУВД.  Напомним , что предыдущий глава УКД ОВД Учтепинского района полковник Абдуразаков Абдувосит Абдулхаевич назначен заместителем начальника главного управления внутренних дел Ташкента — начальником Следственного управления при ГУВД.","['Перевалочный пункт?!\nРяды органов внутренних дел совсем обмолодел, серьезных людей не осталось', 'Сначала я сверху, а потом ты снизу', 'Ничего непонятно, они местами поменялись что ли? А какой смысл? Или кого-то из них наказали?', 'Главное, чтобы он не забывал, кто ему эту должность ""подарил"".)', 'Интересно а он умеет разбирать и собирать автомат?']"
По всей республике назначены заместители хокимов – начальники управлений по вопросам семьи и женщин,5,https://uznews.uz/posts/54100," Умарова Нодира Нигматуллаевна назначена исполняющей обязанности заместителя хокима города Ташкента — начальника управления по вопросам семьи и женщин. С 2018 года она возглавляла Моноцентр по оказанию услуг незанятому населению «Ишга мархамат». Ахмедова Марьям Халилаевна заняла должность заместителя председателя Совета министров Каракалпакстана — главы Комитета по делам семьи и женщин Каракалпакстана. Ранее она занимала должность заместителя министра по поддержки махалли и семьи Каракалпакстана. Таджибаева Наргиза Келдибековна назначена заместителем хокима Сырдарьинской области — начальником по вопросам семьи и женщин. До назначения она работала первым заместителем начальника областного управления по поддержке махалли и семьи. Карамова Комила Зайдуллаевна заняла должность заместителя хокима Кашкадарьинской области — начальника управления по вопросам семьи и женщин. Ранее она работала первым заместителем начальника областного управления по поддержке махалли и семьи и советником хокима по вопросам женщин. Миргазиева Зухра Тураевна назначена заместителем хокима Ташкентской области — начальником управления по вопросам семьи и женщин. До этого она работала замхокима по молодежной политике, социальному развитию и вопросам духовного просвещения. Хидирова Зулхумор Абдирашидовна заняла должность заместителя хокима Сурхандарьинской области — начальника управления по вопросам семьи и женщин. Ранее она работала замначальника управления по поддержке махалли и семьи по повышению общественно-политической активности женщин. Курбанбаева Гулсара Ахмедовна назначена заместителем хокима Хорезмской области — начальником по вопросам семьи и женщин. До назначения она работала первым замначальника управления по поддержке махалли и семьи. Абдуллаева Гулнорахон Маърифжоновна заняла должность заместителя хокима Андижанской области — начальника управления по вопросам семьи и женщин. Ранее она работала заместителем председателя Андижанского областного объединения профсоюзов. Мамадиярова Малика Таджиевна назначена заместителем хокима Навоийской области — начальником управления по вопросам семьи и женщин. До назначения она работала первым заместителем начальника управления по поддержке махалли и семьи — советником хокима по делам женщин. Мухтарова Назира Абдусаторовна заняла должность заместителя хокима Джизакской области — начальника управления по вопросам семьи и женщин. До назначения она работала замхокима — начальником управления по поддержке махалли и семьи. Ибрагимова Фируза Баходирхановна назначена исполняющей обязанности заместителя хокима Бухарской области — начальника управления по делам семьи и женщин. Ранее она работала первым заместителем начальника областного управления по поддержке махалли и семьи. Якубова Динора Исаковна назначена исполняющей обязанности заместителя хокима Наманганской области — начальника управления по делам семьи и женщин. До назначения она работала директором областного моноцентра «Ишга мархамат». Кавланова Камила Анваровна заняла должность заместителя хокима Ферганской области — начальника управления по делам семьи и женщин. Ранее она работала первым заместителем начальника отдела по поддержке махалли и семьи — советником хокима Ташлакского района. Рахманова Зебинисо Пулатовна назначена исполняющей обязанности заместителя хокима Самаркандской области — начальника управления по делам семьи и женщин. До назначения она работала проректором по делам молодежи и духовному просвещению в Самаркандском государственном университете.","['Еще раз убеждаюсь, кто рвется к власти. С некоторыми из них знакома лично.', 'Умарова Нодира Нигматуллаевна КРАСИВАЯ ЖЕНЩИНА', 'Надвигается матриархат. У Мирзиеева вроде дочки, вот он и готовит передачу власти.', 'Возродили десятками лет отработанную систему государственного управления прекрасной половиной Нас.']"
Назначен новый заместитель министра здравоохранения,2,https://uznews.uz/posts/54088," Фазилкаримов Отабек Рустамович назначен заместителем министра здравоохранения, сообщает Telegram-канал «Нигох», близкий к Администрации президента. Ранее с ноября 2020 года Отабек Фазилкаримов занимал должность главы Департамента бюджетной политики в сфере здравоохранения и спорта в Министерстве финансов. ","['Я уже сейчас вижу его базарную страховую медицину, в которой ради денег давно забыли о здоровье человека, которым торгуют как семечками на базаре.', 'Там где работает не специалисты или те кто не росли  этом сфере та сфера обречён в крах']"
Назначен глава УКД ОВД Самарканда и начальники ОВД трёх районов региона,0,https://uznews.uz/posts/54078,Соответствующим приказом министра внутренних дел Узбекистана на должность начальника УКД ОВД по городу Самарканду назначен полковник Ибрагимов Исматжон Негматович . Об этом сообщает пресс-служба УВД Самаркандской области. Подполковник Рахматов Баходир Эсиргапович назначен на должность начальника ОВД Нарпайского района. Пост начальника ОВД Самаркандского района занял подполковник Рахматов Анваржон Аминович. Начальником ОВД Акдарьинского района стал подполковник Валиев Аброр Хамзаевич.,[]
Назначен глава Следственного управления при ГУВД Ташкента,2,https://uznews.uz/posts/54054,Приказом министра внутренних дел полковник Абдуразаков Абдувосит Абдулхаевич назначен заместителем начальника главного управления внутренних дел Ташкента — начальником Следственного управления при ГУВД. Об этом сообщает пресс-служба МВД. Ранее он возглавлял управление по координации деятельности органов внутренних дел Учтепинского района столицы. ,"['В разрезе республики данная инфа что-нибудь определяет?!', 'Конечно определяет. Народу дан ориентир, к кому теперь надо стучаться с челобитной и мешком денег.']"
Назначены заместители министра по поддержке махалли и председателя Госкомитета по делам семьи и женщин,2,https://uznews.uz/posts/54049," Турдиев Содикжон назначен первым заместителем министра по поддержке махалли и старшего поколения, пишет УзА. До назначения с февраля 2020 года он занимал должность заместителя министра по поддержке махалли и семьи.  Абдулла Турсунов , работавший ответственным сотрудником в Администрации президента, назначен заместителем министра. Мухтар Мухитдинов , бывший заместитель хокима Ташкента, также назначен на должность заместителя министра. Также назначены заместители председателя Государственного комитета по делам семьи и женщин. Озода Парпибаева заняла должность первого заместителя, Раъно Турдибоева и Нодира Эгамбердиева – заместителей председателя комитета.","['Главный выступил и женщин сразу стали назначать на руководящие должности.', 'Подкаблучник?😉🤭']"
Назначена и.о. заместителя хокима Самаркандской области,0,https://uznews.uz/posts/54046,"В соответствии с решением хокима области, Рахманова Зебинисо Пулатовна назначена исполняющей обязанности заместителя хокима области – начальника управления по делам семьи и женщин. До назначения Зебинисо Рахманова работала проректором по делам молодежи и духовному просвещению в Самаркандском государственном университете. ",[]
В академическом лицее при УМЭД назначена новый директор,2,https://uznews.uz/posts/54040,"Ойдинхон Маннопова является выпускником Дипломатической академии Министерства иностранных дел РФ, кандидат политических наук. О. Маннопова – опытный дипломат, работает в системе Министерства иностранных дел с 1998 года. В разные годы она работала дипломатом и консулом в посольствах Узбекистана в России (2007-2011 гг., 2014-2015 гг.) и Казахстана (2018-2022 гг.), говорится в сообщении МИД. ","['Красивая...но и ""штукатурка"" правильная)', 'красивая женщина. либо очень фотогеничная.']"
Назначен первый замхокима Хорезмской области,0,https://uznews.uz/posts/54021,"Первым заместителем хокима Хорезмской области по вопросам инвестиций, инноваций, поддержки приватизированных предприятий, развития свободных экономических и малых промышленных зон назначен Исмаилов Шерзод Бекберганович. Об этом сообщает пресс-служба администрации региона. До своего назначения Ш. Исмаилов занимал должность советника по торгово-экономическим вопросам в посольстве Узбекистана в Индонезии. ",[]
Назначен министр внутренних дел Республики Каракалпакстан,0,https://uznews.uz/posts/54018,"Приказом министра внутренних дел на должность главы МВД Республики Каракалпакстан назначен полковник Орынбаев Аманбай Тлеубаевич. Об этом сообщает пресс-служба МВД. На данном посту он сменил Айтбая Темирханова, возглавлявшего министерство с 2016 года. До назначения А. Орынбаев работал начальником Службы пробации Департамента общественной безопасности МВД. ",[]
Назначены заместители министра развития спорта,1,https://uznews.uz/posts/53917,"О назначении заместителей министра развития спорта говорится в постановлении, подписанном главой государства 2 марта текущего года. На должность заместителя министра развития спорта назначены:  - Аслонов Абдулло Убайдуллоевич, ранее занимавший пост заместителя министра туризма и спорта; - Махмудов Шахрилло Шарипович , работавший заместителем министра туризма и спорта; - Исмаилов Мурад Валижонович. Напомним , что ранее Министерство туризма и спорта было разделено на два ведомства: Министерство туризма и культурного наследия и Министерство развития спорта.","['Ну наконец-то хоть один заместитель ,который имеет непосредственное отношение к спорту,Шахрилло Шарипович 👏👏👏а не непонятно какие "" туристы""']"
Кандидатура Зулайхо Махкамовой утверждена на должность вице-премьера и главы нового комитета,3,https://uznews.uz/posts/53868,На очередном заседании Законодательной палаты Олий Мажлиса 1 марта кандидатура Зулайхо Махкамовой была утверждена на должность заместителя премьер-министра – председателя вновь образованного комитета по делам женщин и семьи. Об этом сообщает Telegram-канал «Нигох». С марта 2020 года по настоящее время Зулайхо Махкамова возглавляла администрацию Туракурганского района Наманганской области. ,"['Ничего не меняется, только названия, ну и языки тоже, чтобы отделять своих, прикормленных, от всех остальных, Нас.', 'В РФ подобным коммитетом руководит женщина у которой, если не запамятовал, семь детей. И когда она только успевает заниматься государственными делами.\r\nМуж ""домохозяйка"" наверное))', 'Нет, он ""домонаседка"" 😒']"
В Узбекистане ожидается назначение нового главы МЧС,3,https://uznews.uz/posts/53867,"На очередном заседании Законодательной палаты Олий Мажлиса во вторник была утверждена кандидатура министра по чрезвычайным ситуациям. Об этом сообщает Тelegram-канал «Нигох», близкий к Администрации президента. Главой МЧС Узбекистана должен стать Абдулла Хамидуллаевич Кулдашев , первый заместитель министра по чрезвычайным ситуациям. Напомним, с апреля 2018 года по настоящее время временно исполняющим обязанности министра был Турсинхан Худайбергенов. ","['Вот об этом, как раз, да да, вот именно, вот об этом, и обо всем другом, таком, мне и пофиг) Вот на моих помойках опять кошек поуменьшилось, меньше стало конкуренции, между людьми помойщиками и кошками. Пытаюсь понять, это счастье или беда ?', 'Маски вроде отменили.', 'Медициеские, -да, отменили!\nНо ,маски ""личности"",- нет!']"
Назначены новые руководители подразделений МИД Узбекистана,6,https://uznews.uz/posts/53841,"Сегодня, 28 февраля, под председательством министра иностранных дел Абдулазиза Камилова состоялось расширенное заседание коллегии МИД, в ходе которого были представлены вновь назначенные руководители подразделений министерства, сообщает пресс-служба внешнеполитического ведомства. В частности, бывший посол Узбекистана в Объединенных Арабских Эмиратах Ибрагимов Бахтиёр Баходырович назначен директором Департамента экономической дипломатии. Бывший глава отдела Управления государственного протокола Мирзарахимов Сарвар Хамитжанович стал и.о. начальника Управления государственного протокола. Пост и.о. начальника Управления хозяйственного обеспечения занял Акрамов Умид Шухратович. Ранее он работал главным специалистом Финансово-экономического управления МИД.","['А Бахтияра Ибрагимова знаю лично, вместе на одном потоке в нархозе учились. Вместе в МИДе работали, правда, в разных управлениях, редко общались и судьбы у нас разные. От из ""ок суяк"" - папа был министром МВД УзССР. Но парень хороший, не стукач, не лицемер.', 'Зарплата представителя Узбекистана в ООН, Нью-Йорк - 3 тыс. долл., генконсула в США - 2,5 тыс. долл. Остальные послы в Европе и Азии получают меньше. Читая такие суммы, мне становилось смешно. Обычная уборщица в Швейцарии при 100% нагрузке получает (в пересчете с франков) более 4 тыс. долл., водитель автобуса - от 6 тыс., учитель - от 7 тыс., полицейский - от 4,5 тыс. в месяц...', 'Хорошая работа в МИДе. Летают за государственный счет по всему миру, таможню не проходят, салон 1 класса))', 'работа в самом МИДе ничуть не лучше и не хуже любой другой госработы (со своими переработками) и с таким же средним уровнем ЗП. Любая частная структура со средним оборотом может предоставить условия много лучше, не говоря о ТНК. летают экономклассом (исключение послы и приравненные к ним) и не так чтобы часто, я бы сказал редко. многие сильно много преувеличивают плюшки от работы в миде... это совсем не так. зачастую это скорее детки влиятельных и богатых получивших хорошее образование и которые не смотрят на деньги... в мид совсем не за деньгами', 'Значит я имею ошибочное мнение о работе МИД Узбекистана))']"
Назначен новый директор Фонда масс-медиа,0,https://uznews.uz/posts/53672,"На внеочередном собрании попечительского совета Фонда масс-медиа директором Фонда была утверждена кандидатура Давлетовой Нозимы , сообщает пресс-служба организации. На данном посту она сменила Акбара Ризаева, возглавлявшего Фонд с февраля прошлого года. Давлетова Нозима является специалистом по связям с общественностью. Она имеет опыт преподавания в университете по направлению «Международные переговоры», а также являлась инициатором и координатором проектов по гендерной тематике. ",[]
Бывший хоким Самарканда назначен прокурором,7,https://uznews.uz/posts/53636,"Ранее мы писали , что Бобурмирзо Облакулов был освобожден от должности хокима города Самарканда в связи с переходом на другую работу. Сегодня, 18 февраля, стало известно, что Бобурмирзо Облакулов назначен на должность прокурора города Самарканда.﻿ Об этом сообщает УЗА. По имеющейся информации, должность прокурора Самарканда для Облакулова не нова. До мая 2019 года он уже занимал этот пост.﻿ ","['Ему не понравилось назначение и поэтому растроенный и продавленный...', 'Похоже он не рад назначению.', 'М....дааааа', 'На  Куйлюк базаре,-- кафель умеешь-да, сантехнику умеешь-да, может ты ещё и электрик-да, а синхрофазотрон собрать можешь-да., а мне начальник каждый день говорит что не заменимых нет людей.', 'Наверх по лестнице, ведущей вниз...(Барыкин)', 'Вообще жесть! А раньше люди отшучивались, какая из бабушки футболистка', 'Интересная ратация...']"
В Узбекистане созданы Министерство развития спорта и Министерство туризма и культурного наследия,7,https://uznews.uz/posts/53624,"18 февраля 2022 года в ходе очередного заседания Законодательной палаты Олий Мажлиса стало известно о создании нового Министерства туризма и культурного наследия. Депутаты рассмотрели и утвердили кандидатуру заместителя премьер-министра Азиза Абдухакимова на должность министра туризма и культурного наследия. Помимо этого, Министерство туризма и спорта реорганизовано в Министерство развития спорта. На должность главы нового Министерства депутаты утвердили кандидатуру А дхама Икрамова , работавшего председателем Торгово-промышленной палаты.","['Была одна кормушка, стало две!', 'У нас не кабмин, а кунсткамера!', 'Обратите внимание на убитые и богом забытые стадионы и детские площадки в поселке Халкабад Папского района,где дети и взрослые занимаются спортом,если вы действительно МИНИСТЕРСТВА.', 'Дармоедов набирают', 'Очень разумная и историческая события уверен вес мир будет удивлен и научится от нас хваля умы наших чиновников ура ура ура ....']"
В Самарканде назначен новый хоким,4,https://uznews.uz/posts/53594,"На внеочередной сессии Самаркандского городского Кенгаша народных депутатов был рассмотрен организационный вопрос, сообщает пресс-служба областной администрации. В частности, на должность хокима города Самарканда депутаты утвердили кандидатуру Умарова Фазлиддина Каримовича. До назначения Фазлиддин Умаров занимал должность первого заместителя председателя Государственного налогового комитета – директора Агентства по кадастру при комитете Республики Узбекистан. Облакулов Бобурмирзо Саломович, работавший хокимом с мая 2019 года, был освобожден от занимаемой должности в связи с переходом на другую работу.","['Чем-то на Зеленского смахивает.', 'Что, то же наркоман?', 'Тоже']"
