title,num_comments,link,text,comments
В Ташкенте две женщины шантажировали мужчину распространением его личных фото в сети Интернет,2,https://uznews.uz/posts/4162,"В ходе оперативного мероприятия, проведенного Чиланзарским районным отделением Департамента при Генпрокуратуре, были задержаны гражданки Г.Ю. и Н.И., подозреваемые в шантаже и вымогательстве. Выяснилось, что женщины, угрожая гражданину Ш. распространением его личных фотографий и видео в сети Интернет, требовали у него $8000. По данному факту в отношении гражданок Г.Ю. и Н.И. возбуждено уголовное дело по ст. 165 УК РУз (Вымогательство), ведется следствие. ","['Ну теперь выкладывайте видео)) если не бабло, то хоть моральное удовлетворение получите))']"
В Самаркандской области задержали налогового инспектора и фермера за незаконную продажу земли,2,https://uznews.uz/posts/4168,"17 мая в ходе оперативного мероприятия, проведенного сотрудниками отдела по борьбе с коррупцией и экономическими преступлениями УВД Самаркандской области, областного управления СГБ и прокуратуры, были задержаны налоговый инспектор Пастдаргомского района Б.Ж. и руководитель фермерского хозяйства Х.Б. Об этом сообщили в пресс-службе УВД региона. Выяснилось, что вышеуказанные лица, находясь в сговоре, за $13 тыс. обещали гражданину, намеревашемуся посадить саженцы «Павлонии», выделить землю площадью 15 га. По данному факту возбуждено уголовное дело по соответствующим статьям УК РУз, ведется следствие. ",['Официально только за 13 штук$']
В Андижане шестеро мужчин подозреваются в групповом изнасиловании молодой девушки,26,https://uznews.uz/posts/4214,"По информации пресс-службы Генпрокуратуры, 13 мая гражданка О.О. обратилась в правоохранительные органы и сообщила, что в тот день в полевом стане махалли «Коракалпок» в Андижанском районе её изнасиловали двое граждан, А.С. и О.М. В ходе осмотра места происшествия, в качестве вещественных доказательств были изъяты женское платье и штаны, платок, полотенце для лица, женское белье и кусок белой ткани. По данному факту была назначена судебно-медицинская, судебно-биологическая и судебная физико-техническая экспертизы. Как сообщила пострадавшая, в тот день они с супругом отправились в полевой стан для выполнения сельскохозяйственных работ. Когда она осталась одна, гражданин А.С., находясь в состоянии алкогольного опьянения, подошёл к девушке, снял с неё одежду и насиловал её в течение 30 минут. После этого А.С. позвал своих знакомых, которые держали девушку за руки, пока он насиловал ее около часа. Затем один из знакомых мужчины, гражданин О.М., отвел пострадавшую в курятник, связал ей руки веревкой и также насиловал в течение 30 минут. В своих показаниях пятеро граждан, О. М, А. С, А. М, Х. Ж и Б. А., подтвердили, что в тот день они действительно находились в махалле «Коракалпок» и купались в реке «Карадарья». Однако, по их словам, они не видели О.О. и не вступали с ней в половую связь. По данному факту возбуждено уголовное дело по части 1 статьи 118 УК РУз (изнасилование). Ведётся следствие. ","['Камила! Согласен ) ', 'Это точно, советская власть насиловала только басмачей, женщины имели права и защиту. Так что всё это похоже на докоммунистический период.', 'Секаса осень не хватает в кишлаках, бля@ство и проституция повсеместно, везде можно найти где бы вы не находились, просто у нас не принято освещать такого рода темы, ментолитет не позволяет, а в данном случае много не понятнок, экспертиза покажет что было--бля@ство, проституция или насилие.', 'Камила! Да вы знаток??? Первый раз конечно быстро, но потом ещё и ещё и ещё...\nНо в данном случае, всё очень подозрительно!???', 'Я конечно свечку не держала. Но сдается мне что первые пол часа были по согласию. А когда друзья пришли на это договора не было.\n', 'Олег Новиков. Вряд ли. Если бы давно не было за пару минут бы закончил. ', 'Ужас. Кострировать надо этих подонков. ', 'Жертва секундомером пользовалась что ли, ровно по 30-60 минут длились оргии кишлачников. \n\nВыяснить то 6 секунд, после экспертизы, кто виноват.', 'Обязательно буду ждать продолжения! ', 'Ай-Ай-Ай! 13 мая! В светлый день Хаита! Такие нехорошие дела! Мало того что пьяные, да еще молодую женщину обидели! Если это правда, то очень не хорошо! А если выдумка - вдвойне хуже!\n']"
При получении взятки задержан старший инспектор ГНИ Юнусабадского района — видео,6,https://uznews.uz/posts/4226,"В ходе оперативного мероприятия, проведенного управлением СГБ по г.Ташкенту совместно с городской прокуратурой и Департаментом был задержан старший инспектор Государственной налоговой инспекции Юнусабадского района при получении от учредителя местного предприятия взятки в размере 3,5 тыс. долларов.

За эти деньги он пообещал выдать положительное заключение по результатам камеральной проверки, запланированной на данном предприятии. ","['В налоговой работает, а взятки брать не умеет, в наше время подстав надо по безналу работать) мильон вариантов куда  можно бабло скинуть...', 'Не будет проверок и не будет взятничество все просто ', ' Скажет ""Вай дод, шайтан попутал!"", поругают и простят...А так-то там все честные работают, не коррупционеры...И начальство совсем не в курсе дел замов....']"
На месторождении в Газли обнаружены хищения газового конденсата,8,https://uznews.uz/posts/4243,"Как сообщили UzNews.uz в пресс-службе компании, 13 мая рабочая группа во главе с руководителем нефтегазодобывающего комплекса «Уртабулак-Денизкуль» Хислатом Назировым совместно с Нацгвардией провела расследования на месторождениях и в скважинах в Газли. В ходе расследования выяснилось, что, на газовом месторождении был совершен ряд краж. Как отметили в пресс-службе компании, в ряде скважинах злоумышленникам не удалось достичь своей цели, но был нанесен большой ущерб экономике страны. Это связано с тем, что 1,4 млн кубометров природного газа будут потеряны на закрытие и ремонт перфорированных участков, и на 8 часов будет приостановлена подача природного газа на месторождениях «Кумли», «Ортакум», «Шоркум», «Андаклы». Кроме того, было выявлено, что в коллекторе «Ходжикожон-Кульбешкак» установлен хомут диаметром 426 мм. При ремонте этих скважин будет потеряно 250 тысяч кубометров природного газа. Для ремонта газового коллектора «Саватли-Кульбешкак», в котором обнаружили хомут диаметром 325 мм, ожидается потеря 500 тысяч кубометров газа. «Установка хомутов ворами в газовые коллекторы не только приводит к потере природного газа, поставляемого населению или направляемого на переработку, но и наносит значительный ущерб экономике страны», – говорится в сообщении. Как мы сообщали ранее, председатель правления «Узбекнефтегаз» Мехриддин Абдуллаев уволил главу нефтегазодобывающего управления Газли и его заместителей, а также десятки других должностных лиц за непредотвращение подобных краж и воровства.","['А чё не спиз@дить то, контроля ведь нет ни какого.', 'А кто Украл то? Куда ведут эти добавочные трубы', 'Не верю, что при ремонте ""потеряется"" такое кол-во денег. Что бы из этой врезки выкачать миллион кубов надо много-много лет, а так получается, что на ремонт бухнут больше чем спёрли газа.', 'Я как буровик могу сказать что в Узбекнефтегазе только воры ебаные работают ']"
Ученицу 10-класса поймали на краже денег с пластиковых карт администраторов групп в Telegram,6,https://uznews.uz/posts/4272,"В ходе проведенных проверок было установлено, что девушка с целью завладения чужим имуществом путем обмана и злоупотребления доверием, в сети интернет вела переписку с администраторами различных групп, занимающихся продажей одежды через мессенджер Telegram, и снимала деньги с их пластиковых карт, говорится в сообщении МВД. 25 апреля текущего года она написала с неизвестного профиля гражданке А.С., которая является администратором группы по продаже одежды, и спросила у нее есть ли доставка в город Карши. После этого злоумышленница обещала перевести деньги посредством платежной системы Click, но для этого необходимо было сообщить номер телефона, прикрепленный к этой платежной системе, и код, который придет на данный номер. Таким образом школьницей без согласия были сняты деньги в размере 2,4 млн сумов. По собранным оперативным данным, текущего года сотрудниками Центра кибербезопасности МВД Узбекистана на территории Кибрайского района было проведено оперативно-розыскное мероприятие, в результате которого установлено, что данное противозаконное действие совершила учащаяся 10-класса средней школы Х.Д., проживающая в Ташкентской области. В качестве вещественного доказательства в установленном порядке был изъят мобильный телефон марки Xiaomi Redmi Note 8 Pro. В отношении гражданки Х.Д. Следственным отделом при УКД ОВД города Фергана возбуждено уголовное дело по пункту «в» части 2 статьи 168 Уголовного кодекса РУз. Проводятся предварительные следственные действия. ","['Современная Сонька «Золотая ручка» ?', 'Ну давайте еще посадите ее за это) деньги то в итоге не растрачены, а значит поговорили с девочкой и пусть идёт себе дальше лохов разводит) Кстати все эти продавцы в Телеграмах никакие налоги не платят, посчитали бы лучше ущерб с этого, там наверное такие суммы теряет гос-во, что это девочка в сравнении просто смешной случай)', 'Кек киберпреступление века']"
"Под Ташкентом 25-летний мужчина ударил водителя Cobalt камнем по голове и украл $4,8 тысяч",8,https://uznews.uz/posts/4291,"8 мая, примерно в 8:00 часов, 33-летний Ш.А. ехал на своем автомобиле Cobalt вместе со своим знакомым, 25-летним С.Ш., и двумя неизвестными гражданами, по трассе М-39 «Ташкент-Термез». Об этом сообщили в пресс-службе Следственного департамента при МВД. Проезжая по территории махалли «Чаманзор» в Янгиюльском районе, водитель автомобиля остановился на обочине дороги по просьбе С.Ш. Воспользовавшись тем, что водитель отвлёкся, С.Ш. взял камень и ударил его несколько по голове, после чего забрал $4,8 тыс. и скрылся. Сообщается также, что двое других граждан, находившиеся на момент происшествия в автомобиле, испугались и убежали. В настоящее время С.Ш. задержан. В ходе следствия было установлено, что молодой человек захотел завладеть деньгами потерпевшего, когда последний получал почту с деньгами для их передачи адресату в Ташкенте. По данному факту в отношении него было возбуждено уголовное дело по пунктам «а» ,»в» части 2 статьи 164 УК РУз (разбой, совершенный с применением оружия или других предметов, использованных в качестве оружия в значительном размере). Ведется следствие. ","['Да отпустите его, это не он, это всё алчность.', 'Изолировать от общества надо таких чурбана Гангстеров', '2 месяца ?! вот ты жестокий бро, лекция + видео с извинениями и то, слишком сурово, как бы ему психику не испортить', 'Наверно дадут 2 месяца ""за хулиганство""']"
Врио замхокима г.Джизака задержан при получении взятки,4,https://uznews.uz/posts/4294,"Временно исполняющий обязанности первого заместителя хокима Джизака по вопросам финансов, экономики и сокращения бедности был задержан с поличным при получении взятки. Об этом сообщили в программе «Янги Давр». Чиновник пообещал предпринимателю помощь в получении тендера на строительства за $2000. 6 мая около 20:00 часов он был задержан с поличным при получении требуемой суммы. ","['Сколько хакиму должен был отстегнуть, не рассказал ещё?', 'Это никогда не кончится пока не начнут расстреливать.уже система за десятилетия заражена коррупцией ']"
Иностранный гражданин пытался провезти в Узбекистан почти полкило опия в желудке,4,https://uznews.uz/posts/4303,"На днях сотрудниками Отдела по борьбе с контрабандой и таможенного аудита Сурхандарьинского областного таможенного управления был пресечен факт провоза крупной партии наркотических веществ. Об этом сообщили в пресс-службе ГТК. На приграничном таможенном посту «Айритом», в ходе проведения таможенной проверки с помощью сканирующего оборудования для досмотра пассажиров Body scanning, в брюшной полости у прибывшего из соседнего государства иностранного гражданина были обнаружены подозрительные инородные предметы. В результате обследования, проведенного в одном из медучреждений города Термеза, во внутренних органах гражданина были обнаружены и изъяты в общей сложности 47 единиц герметичных капсул овальной формы. При вскрытии капсул выяснилось, что таким способом наркокурьер пытался транспортировать в своем теле в общей сложности 423,42 грамма наркотического средства «опий» и 17 таблеток. В настоящее время по данному факту проводятся следственные мероприятия. ","['Надо было проткнуть его палкой, сволочь, скольких людей мог убить своими пилюлями?', 'Трёхведёрную клизму получил? :)))']"
"В Ташкенте вынесли приговор мужчине, зарезавшему своего брата на рынке «Абу-Сахий»",40,https://uznews.uz/posts/4336,"Ранее мы сообщали , что 16 декабря прошлого года гражданин Н.М., 1995 г.р., учинил ссору со своим братом, гражданином О.М., 1991 г.р., в ходе которой нанес ему несколько ударов ножом в грудь. Гражданин О.М. скончался в больнице от полученных травм. 10 мая Чиланзарский районный суд по уголовным делам вынес приговор гражданину Н.М. Ему было назначено наказание в виде 5 лет лишения свободы с отбыванием срока в колонии общего режима. В суде супруга покойного отметила, что подсудимый является единственным кормильцем в семье и просила освободить его от наказания. ","['Читаешь решение суда и охота кого то зарезать! А всего то 5 лет обшего и даже не строго режима!!!', 'За угон авто в 4 раза больше....??????', 'Что за чушь какие 5 лет это несправедливо...', 'Статья 98. Умышленное убийство в состоянии сильного душевного волнения Статья 98. наказывается ограничением свободы от двух до пяти лет либо лишением свободы до пяти лет.', 'Что то тут не чисто. Кажется причина ссоры является жена покойного которая просит освободить убийцу мужа. ', 'Посиди до первого сентября и попадет под амнистию', 'Вчера читал какому-то блогеру 6 дали за то что рот свой открывал. А тут за убийства 5 лет. Немыслимо', 'Блогеру (Сатторий) за якобы клевету и оскорбление дают 6.5 лет а за убийство всего 5 лет. Что за страна и что за правосудие? Получается у нас убивать более выгоднее чем просто оскорблять. И главное все это понимают. ', 'Охуеваю, как так за убийство человека дают 5 лет тюрьмы в колонии строгого общего режима в Узбекистане.В России за убийство человека дают от 20 лет лишения свободы, ну конечно и бывает могут дать вплоть до пожизненного лишения свободы.', 'Потомки Каина который убил своего брата ']"
Во время посиделок в кафе нетрезвый мужчина ударил ножом обслуживающего официанта,20,https://uznews.uz/posts/4344,"6 мая в 20:30 часов трое приятелей, 32-летний М.С., 38-летний Х.З. и 39-летний Х.С., распивали спиртные напитки в ресторане «Сазанчик» в Караманинском районе Навоийской области. Об этом сообщили в Следственном департаменте при МВД. Во время посиделок граждане, оставшиеся недовольными обслуживанием, вступили в конфликт с 26-летним официантом Х.К. Обменявшись оскорблениями, гражданин М.С. ударил официанта ножом в живот, в результате чего последний был госпитализирован. По данному факту в отношении троих граждан возбуждено уголовное дело по п. «б», «в» части 2 статьи 277 УК РУз (хулиганство). В настоящее время в отношении них избрана мера пресечения в виде заключения под стражу, ведется следствие. ","['да они водку медовую пьют?) они самые обычные чурки, они и те мусора', 'классно  можно резать людей, главное почитать в и-нете или у врача спросить знакомого, куда бить, чтобы не человек не помер, за остальное походу можно получить административную статью, ну и дальше ходить потише, ждать, пока срок не пройдёт, если есть за хулиганство, а потом еще можно разок человека резануть', 'Маразм....такое ощущение, что сегодняшние новости из какой-то параллельной вселенной: Нападение с ножом - ничего страшного, обычное хулиганство?\u200d♀️ А вот блогера Отабека за «реальное дело» блин посадили на 6,5 лет?\u200d♀️ ', 'Опять хулиганство???,резать на лево-на право,избивать до полусмерти-это у нас хулиганство если касается простых смертных.Попробуй ка кто-нибудь ""похулиганить"" с ""вышестоящими""-вот это уже серьёзный криминал будет,а тут чё,официант какой-то,одним больше,одним меньше,так ведь по мнению наших органов.', 'Ну типо. Пойдука я зарежу кого-нибудь . Не страшно всего лишь хулиганство дадут. Максимум вольное поселение или просто на проценты', 'Если на такие действия начинают оценку с ""похулиганили"", появляется куча возможных составляющих, материальных в том числе.', 'Хулиганство? Да это покушения на жизнь человека и заменить что это целенаправленно. Статью нужно пересмотреть!', 'Возбуждено уголовное дело ХУЛИГАНСТВО БРЕД КАКОЙТО ВОТ ТУПИЕ', 'Бухать не могут не пейте', 'Рамазон ойини хурмати ичмаса боладию']"
По делу Сардобы вынесен приговор 17 должностным лицам,14,https://uznews.uz/posts/4345,"Завершился судебный процесс в отношении обвиняемых по делу о прорыве Сардобинской плотины. Об этом сообщила пресс-служба Верховного суда. Данное уголовное дело рассматривалось в закрытом режиме в соответствии с требованиями части 1 статьи 19 УПК в связи с тем, что оно непосредственно связано с государственной тайной. Согласно оглашенному приговору суда: М. Холматову (бывший заместитель генерального директора УП «Узтемирйулкурилишмонтаж» - начальник Управления строительства гидротехнических сооружений) назначено наказание в виде 10 лет лишения свободы с лишением права занимать руководящие должности и должности, связанные с материальной ответственностью сроком на 3 года; С. Рудневу (бывший начальник отдела в ООО «UzGIP») назначено наказание в виде 5 лет лишения свободы с лишением права занимать руководящие должности и должности, связанные с материальной ответственностью сроком на 3 года. Также назначен штраф в размере 600 БРВ (133,8 млн сумов); С. Абдуназарову (бывший начальник «Сирдаре сув курилиш инвест») назначено наказание в виде 5 лет лишения свободы с лишением права занимать руководящие должности и должности, связанные с материальной ответственностью сроком на 3 года. Также назначен штраф в размере 600 БРВ (133,8 млн сумов); Б. Асадову (бывший руководитель «TO’PALANG HDP IRRIGATION SYSTEMS») назначено наказание в виде 4 лет лишения свободы. Также назначен штраф в размере 600 БРВ (133,8 млн сумов); Л. Тожиддинову (бывший начальник производственного отдела «TO’PALANG HDP IRRIGATION SYSTEMS») назначен штраф в размере 600 БРВ (133,8 млн сумов), за вычетом отбытого наказания штраф снижен до 125,2 млн сумов; К. Рузиеву (бывший директор «TO’PALANG HDP IRRIGATION SYSTEMS») назначено наказание в виде лишения права заниматься предпринимательской деятельностью сроком на 3 года и штраф в размере 600 БРВ (133,8 млн сумов), за вычетом отбытого наказания штраф снижен до 97,5 млн сумов; А. Шукурову ( бывший начальник производственного отдела «TO’PALANG HDP IRRIGATION SYSTEMS») назначено наказание в виде лишения права заниматься предпринимательской деятельностью сроком на 3 года и штраф в размере 600 БРВ (133,8 млн сумов), за вычетом отбытого наказания штраф снижен до 125,2 млн сумов; И. Каттабекову (бывший руководитель ООО «Омад дубл») назначено наказание в виде 5 лет лишения и свободы и права заниматься предпринимательской деятельностью сроком на 3 года. Также назначен штраф в размере 600 БРВ (133,8 млн сумов); У. Хамраеву (бывший главный инженер ООО «Омад дубл») назначено наказание в виде лишения права заниматься предпринимательской деятельностью сроком на 3 года и штраф в размере 600 БРВ (133,8 млн сумов); Ш. Мамирову (бывший начальник производственного отдела ООО «Омад дубл») назначено наказание в виде лишения права заниматься предпринимательской деятельностью сроком на 3 года и штраф в размере 600 БРВ (133,8 млн сумов); С. Муродулоеву (бывший директор «Sariosiyo qurilish») назначено наказание в виде лишения права заниматься предпринимательской деятельностью сроком на 3 года и штраф в размере 600 БРВ (133,8 млн сумов); А. Муродуллаеву (бывший заместитель директора «Sariosiyo qurilish») назначено наказание в виде лишения права заниматься предпринимательской деятельностью сроком на 3 года и штраф в размере 600 БРВ (133,8 млн сумов); Ф. Махмудову (бывший директор «Trans servis kompleks») назначено наказание в виде лишения права заниматься предпринимательской деятельностью сроком на 3 года и штраф в размере 600 БРВ (133,8 млн сумов); З. Джабборову (бывший заместитель директора «Trans servis kompleks») назначено наказание в виде лишения права заниматься предпринимательской деятельностью сроком на 3 года и штраф в размере 600 БРВ (133,8 млн сумов); Ш. Кучкарову (бывший начальник управления водных ресурсов Министерства водных ресурсов) назначен штраф в размере 100 БРВ (22,3 млн сумов), за вычетом отбытого наказания штраф снижен до 6,8 млн сумов; Ф. Данабоеву (бывший начальник дирекции по эксплуатации и развитию объекта водохранилища «Сардоба») назначено наказание в виде 5 лет лишения свободы с лишением права занимать руководящие должности и должности, связанные с материальной ответственностью сроком на 3 года. С. Каххорову (бывший главный инженер дирекции по эксплуатации и развитию объекта водохранилища «Сардоба») назначено наказание в виде 4 лет ограничения свободы с лишением права занимать руководящие должности и должности, связанные с материальной ответственностью сроком на 3 года. ","['А кто им тендер выдавал?? Ему дали срок? ', 'Раньше бывало приставка -""с конфискацией имущества""!', 'ЦИРК ШАПИТО. КЛОУНАДА ПО УЗБЕКСКИ. ', 'А госчиновники которые с этими ООО контаркт подписывали как всегда ангелы', 'Блогеру за пиздабольство дали больше,чем за гос.хищения,огромные финансовые потери,моральный и физический вред сотням людям и смерть людей...Как так?на кол таких надо,и тех,кто такие приговоры выносит-тоже...', 'Прочитайте это действительно пострадавшему человеку из Сардобы! При этом смотрите ему в глаза!', 'Это надо было делать до того как случилась катастрофа, стратегический объект, проще простого осуждать после случившегося. ']"
26-летняя девушка выдавала себя за мать больных детей и собирала деньги на их лечение,10,https://uznews.uz/posts/4370,"По данным пресс-службы МВД, в ходе расследования было установлено, что гражданка скачала в сети Интернет фотографии ребенка, скончавшегося от опухоли головного мозга в Украине в феврале текущего года, и ещё двоих тяжелобольных детей. Затем она разместила в ряде социальных сетей объявления с просьбой о помощи и указанием банковских карт, утверждая, что это её дети и они нуждаются в лечении, стоимостью от 10 до 20 тыс. долларов. «Граждане, впечатлявшиеся от размещенных в объявлениях фотографий больных детей, переводили от 5 тысяч до 1 млн сумов на номера банковских карт, указанные под фальшивыми объявлениями о благотворительности», — говорится в сообщении. В ходе оперативно-розыскных мероприятий, проведенных сотрудниками Центра кибербезопасности МВД, 20 апреля на территории Алмазарского района столицы была задержана подозреваемая Н.Р., 1995 г.р. В качестве вещественных доказательств у неё были изъяты принадлежащие ей две банковские пластиковые карты и смартфон. В отношении гражданки Н.Р. возбуждено уголовное дело в соответствии с пунктом «б» части 3 статьи 168 УК РУз (мошенничество), ведется предварительное следствие. ","['Smilee Hacked вы наверно плохо поняли о чем я говорю. Я говорю о базе, где люди могли бы удостовериться и всего лишь, а деньги как перечислялись на карту родителям пусть дальше так и перечисляются. ', 'Darya K, Доверить государство такое? Та и тут наша правительства в корман себе начнут заполнять. А нуждающихся детей тупо начнут кормить обещаниям или же помогут как всегда суммой которой смешно станет всем.', 'Слов нет, это не человек. Вообще государство должно взять благотворительность под контроль, не плохо было бы создать единую базу, где люди желающие сделать пожертвование, могли бы проверить действительно ли существует такой ребёнок и нуждается ли он в помощи. Уверена и желающих помочь таким детям стало бы больше, так как многие люди действительно просто бояться мошенников. ', 'Еще есть милосердные, но некоторые на этом наживается. Была одна притча «волки-волки» \nОдному мальчику соседи доверили стеречь стада овец, сказали если придет беда кричи ""волки"", кто-нибудь придет на помощь. Он решил проверить и пошутил закричав волки, пришли на помощь, но никого не было, но когда в следующий раз пришла беда, ему уже не поверили. Надеюсь судьба не сыграет с ней злую шутку.', 'Ага, и походу мой телефон подрезала LeTV в 2019 году перед Новым годом.']"
В Джизаке две беременные женщины скончались из-за безответственности врача и медсестры,18,https://uznews.uz/posts/4428,"В Бахмальском районе Джизакской области из-за ненадлежащего осмотра и лечения со стороны врача и медсестры две беременные женщины скончались в областном перинатальном центре, сообщает пресс-служба областной прокуратуры. Выяснилось, что женщины в 2020 году были взяты на учет, но ответственными по территории патронажной сестрой и врачом им не были проведены полные медосмотры, соответственно, не были выявлены имевшиеся у них заболевания. В результате обе женщины скончались в апреле 2021 года. Областная прокуратура провела расследование, по результатам которого выяснилось, что в 2020 году 725 беременных женщин были поздно взяты на учет, 85 из них не проходили никакого обследования. Кроме того, в течение 6 месяцев 2020 года у женщин, находившихся в группе риска, не были взяты пробы крови для выявления наследственных заболеваний (PAPP). По факту смерти двух женщин прокуратура Джизакской области проводит доследственную проверку. ","['К сожелению квалифицированных специалистов врачей очень мало. Позвонил в скорую помощь температура поднялась до 37.2 спросил что делать ,сказали врачи выпить парацетамол .Но я же не врач куда мне спорить со (светилами науки ) сказал что по каналу Oilavi сказали не пить парацетамол до 38 градусов так как имунитет должен сам бороться .Не знаю кому верить все врачи говорят разное сколько врачей столько мнений .', 'Надо чтоб выпускник меда прежде чем получить звание ВРАЧА должен пройти все круги АДА и только тогда он сможет получить это звание.  ', 'Это плоды реформы медицины.   stand by extra', 'В моей жизни был случай, когда вот-вот наступили схватки и начали подходить роды, когда уходящая с дежурства врач, сказала медсестре зделать укол баралгин! И якобы что это её клиент и она(врач) сама завтра осмотрит и примет роды! Хорошо что лёгкая кавалерия в лице родных оказалось рядом, ну что вы думаете? Держись мама, не горюй, ндаа, на тот момент я вообще не завидовал этой богатой врачихи! Короче снесли двери, где она пряталась и всё стало на свой истинный путь! Ну слава богу подключили другого врача и роды прошли отлично! Этот случай произошёл в Самарканде в роддоме /1/...   ', 'Пусть это проверка выйдешь во все полеклиники и род дома, и посмотрят как они обследуют. Тем более сейчас имеются везде камеры. Они словесно без какиюого либо физ контакта осматривают людей и ставят тем самым неправильные диагнозы. А потом этих же врачей хвалят и носят на руках! Я не отрицая есть опытные врачи которые любят свою работу и делают все качество. Но 70%, а то 80% без ответственные врачи пришедшие для галочки, что бы получить зп и гулять', 'Из-за таких холатных врачей многие дети умирают в утробе матери. У моей жены из-за тупой врача который прописал лекарство от выкидыша дал слишком большой срок по применению, от чего произошел выкидыш, из-за сгущения крови зародиша и сердечко не справлялось его и он умер... Теперь из-за этой мрази мы с женой детей нормально не можем сделать. К тому что же когда я ее обследовал в ЧАСТНЫХ клиниках отваливая по 200-300к (деньги для меня не проблема) они словесно проводили обследования, даже не трогая живот моей жены и не брали даже анализы. Это так выбисило', 'В последнее время с этой проклятой пандемией почти все, хвалят медиков, но я ещё не видел и не слышал о добросовестном и притом-то грамотным видении своей работы в пользу обычного (пациента)-точнее(кльента)! Интересно, знать дальнейшую судьбу этого бездарного врача УБИЙЦУ! ', 'То ли ещё будет. Лучше советской системы здравоохранения ничего не придумано. Зачем изобретать велосипед и ставить всё с ног на голову.  Тогда была преемственность между поликлиникой - больница-поликлиника.разбор смертельных случаев, 100%вскрытия, и учеба, консиллиумы врачей. Все делились знаниями, помогали друг другу. Всё в интересах больного. А сейчас отлежал 10 дней в стационаре и на все 4 стороны. Врачи поликлиники завалены кучей бумаг, постоянно меняющиеся нормативы и мизерная зарплата, что им не до больных и не до самообразования. А частные клиники цены поднебесные и  повторные посещения, не говоря о  диспансерном наблюдении,вообще накладны. И эти врачи получая хорошую зарплату вообще могут ни за что не отвечать.  То ли ещё будет.... ', 'Врачу за убийство 4 людей дадут срок ?']"
